county,vendor_name,instructor_names,email,phone,website_url,booking_capability,city,state,address,price_16hr_day1,price_16hr_day2,price_16hr_full,price_8hr_renewal,price_8hr_initial,price_add_a_gun,vendor_description,crawl_status,enrichment_confidence,confidence_notes,logo_path,instructor_image_paths,training_image_paths,enriched_at
los-angeles,Basic Gun Safety FT3 Tactical Range,Roger,roger@basicgunsafety.com,(714) 864-0203,https://www.basicgunsafety.com,inquiry_only,Stanton,CA,"13252 Garden Grove Blvd, Garden Grove, CA 92843",,,,,,,"Basic Gun Safety operates from Garden Grove, CA and is led by retired Army Colonel Roger Harvey, a POST Firearms Instructor and NRA Training Counselor who coaches the U.S. Military Pentathlon Team. The facility features a $30,000 LaserShot Simulator with hundreds of professionally-acted CCW training scenarios for realistic practice. They offer approved CCW training for Orange and LA County residents, along with customized training programs, simulator exercises, and advanced firearms instruction.",success,medium,"Clear description and address found, strong instructor credentials evident, but no specific pricing information available despite extensive content. Booking appears to require phone/email contact rather than direct online booking.",,,,2026-04-13T04:37:12+00:00
los-angeles,First Step Shooting LAX Airport Range,,firststepshooting@gmail.com,(323) 577-9304,https://www.firststepshooting.com,inquiry_only,Inglewood,CA,"292 S. La Cienega Blvd. #104, Beverly Hills, CA 90211",,,,,,,"First Step Shooting is an approved Los Angeles County Sheriff's Department and Los Angeles Police Department CCW training provider founded by Daniel Ferszt, an NRA, USCCA, and California DOJ certified firearms instructor. They offer comprehensive 16-hour initial CCW courses and 8-hour renewal courses for LA County residents, along with basic pistol courses, advanced shooting techniques, and women's self-defense classes. The company emphasizes creating a safe and supportive learning environment for both beginners and experienced shooters.",success,low,"Clear description and contact info found, but no pricing information provided on website. Contact form suggests inquiry-based booking process.",,,,2026-04-13T04:37:12+00:00
los-angeles,Hansen Firearms Training FT3 Tactical Range,,info@californiagunpermit.com,(949) 573-4099,https://www.californiagunpermit.com,direct_booking,Long Beach,CA,,,,275,,,,"Hansen Firearm Training is Southern California's top rated firearms training company for concealed firearm permits. They offer public and private CCW classes officially approved by Orange, San Diego, and Los Angeles Counties, as well as cities including Los Angeles (LAPD) and Long Beach (LBPD). The company provides both in-person and online blended learning options, with classes starting at $275, and includes range fees, targets, and the ability to qualify unlimited handguns with the first 3 guns free.",success,medium,"Clear booking capability and basic pricing found ($275 starting price for classes), but specific day-by-day pricing breakdown and renewal pricing not specified. Address mentioned as Long Beach but no street address provided.",,,los-angeles/californiagunpermit-com/training_1.png|los-angeles/californiagunpermit-com/training_3.png,2026-04-13T04:37:12+00:00
san-joaquin,Bay Area Tactical (BAT),Tracy,batnett.orders@gmail.com,(415) 568-6803,https://www.battactical.com,direct_booking,Elite Armory,CA,,,,400,200,,,"Bay Area Tactical Group (BAT) is a premier tactical and firearms training destination in the Bay Area, offering courses for all skill levels from basic handgun training to advanced tactics and defensive strategies. Led by certified and experienced instructors, they operate at multiple ranges and locations including a private ranch range. BAT prioritizes safety while creating a supportive learning environment and partners with U.S. Law Shield for member benefits.",success,medium,"Clear pricing found for 16hr initial and 8hr renewal courses, and good vendor description. However, no specific address found and no individual day pricing or add-a-gun pricing available.",,,san-joaquin/battactical-com/training_1.png|san-joaquin/battactical-com/training_2.png|san-joaquin/battactical-com/training_3.png,2026-04-13T04:37:12+00:00
san-joaquin,C & World LLC,Charles Boyd,info@cxsworld.net,(209) 505-6815,https://www.cxsworld.net,,"Kxi Defense, Stockton CA Elite Armory, Tracy CA Linden Gun Range, Linden CA",CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Concealed Coalition,Terry Schutt & Donald Wheaton,schuettingen@concealedcoalition.com,(800) 805-2238,https://www.concealedcoalition.com,direct_booking,"Linden Gun Range, Linden CA",CA,,,,,,,,Concealed Coalition is a nationwide online authority for concealed carry permit training that offers both online video courses and local hands-on training experiences. They provide multi-state certified instruction through a network of first-class certified trainers and have partnerships with national brands and gun ranges. The company focuses on changing perceptions about firearms through next-generation digital learning and experiential education that aims to extinguish fear and inspire confidence in responsible firearm ownership.,success,low,"Found clear booking capability and good vendor description, but no specific pricing information or address for the Linden location. The content shows 2-day courses are offered but without any cost details.",,san-joaquin/concealedcoalition-com/instructor_1.jpg|san-joaquin/concealedcoalition-com/instructor_2.jpg|san-joaquin/concealedcoalition-com/instructor_3.jpg,san-joaquin/concealedcoalition-com/training_1.jpg,2026-04-13T04:37:12+00:00
san-joaquin,Defensive Accuracy Firearms Training,Larry Zeinke & Larry Deacon,benhike@daccw.com,(209) 931-6523 (209) 603-5771,https://www.daccw.com,inquiry_only,"Linden Gun Range, Linden CA",CA,,,,,60,,,"Defensive Accuracy Firearms Training provides California CCW instruction in the Bay Area and Central California. They offer initial CCW courses, CCW renewals, CCW modifications, and private CCW classes, along with LEOSA qualifications and various NRA instructor training programs.",success,low,Only found one clear price ($60 for what appears to be renewal based on context). No specific pricing for initial courses or address details. Limited booking information beyond phone contact.,san-joaquin/daccw-com/logo.png,,,2026-04-13T04:37:12+00:00
san-joaquin,Defensive Weapons School,Dan Souza,Defensive_Weapons_School@yahoo.com,(925) 548-0430,https://www.defensiveweaponsschool.org,inquiry_only,"Linden Gun Range, Linden CA",CA,,,,,,,,"Defensive Weapons School is operated by Dan Souza, who has been instructing firearms safety, marksmanship and responsible tactics since 2005. The school holds multiple NRA certifications including Training Counselor, Pistol, Rifle, PPOH, PPIH, CRSO, and RTBV. They offer Utah CCW and California CCW training for multiple counties including Tuolumne, Calaveras, San Joaquin, and Fresno, as well as CA CCW Non-Resident training.",success,low,"Website has booking form and contact info but no pricing information, course schedules, or specific address listed. Only general description of services and instructor credentials available.",,,,2026-04-13T04:37:12+00:00
san-joaquin,Elite Armory Plus,Gene Castillo & Ronnie Hulst,tracyinfo@elitearmory.com,(209) 382-2010,https://www.elitearmory.com,unclear,"Elite Armory, Tracy CA",CA,,,,,,,,"Elite Armory offers online CCW courses including 16-hour initial and 8-hour renewal courses that allow students to go at their own pace. Students complete coursework online then take the live fire test at their range in Tracy, CA. They also provide custom AR-15 builds, Glock armorer services, and gun maintenance including scope mounting and cleaning.",success,low,"Found course offerings and services description but no pricing information or specific booking process details. Address location mentioned as Tracy, CA but no street address provided.",san-joaquin/elitearmory-com/logo.png,,,2026-04-13T04:37:12+00:00
san-joaquin,Expert Firearms Training LLC,Roy Bryson,Roy@expertfirearmstraining.com,(925) 550-2780,https://www.goxswat.com,,"Elite Armory, Tracy CA",CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,First Priority Security Consultant,Keith Brown,keithbrown@fps-inc.com,(510) 736-4333,https://www.fps-inc.com,,"Brentwood Arms, Ripon CA",CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,First Response Firearms & Tactical Trg,Duncan Ramirez Carlos Tixco,rangeproof@concentra.net,(209) 825-8016,https://www.firstresponsefirearms.com,,"Linden Gun Range, Linden CA",CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Gover Group,Ancop Grover,ghopaggovergroup.biz,(510) 676-5076,https://gscov.biz,,Elite Armory,CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Hammerhead Institute of Training,Manor Strouchenter,traininghammerheadprotection.com,(209) 227-6566,https://www.hammerheadprotection.com,inquiry_only,Linden Gun Range,CA,,,,250,,,,"Hammerhead Security is a private security services company based in Stockton, CA that offers firearms training courses including CCW certification. They provide a 16-hour CCW training course for $250 designed for those who already have CCW application approval from their local Sheriff's office. The company emphasizes that their CCW course is not for beginners and requires students to demonstrate proficiency in handling, manipulating, and drawing firearms.",success,medium,"Found CCW course pricing and description, but no breakdown of day 1/day 2 pricing, no renewal course pricing, and no clear booking system beyond contact forms. Company appears to focus primarily on security guard training rather than CCW training as their main business.",san-joaquin/hammerheadprotection-com/logo.png,,,2026-04-13T04:37:12+00:00
san-joaquin,KW Defense,Chuck Fields,CHUCKS@KWDEFENSE.com,(209) 481-4111 (770) 919-4567,https://www.kwdefense.com,direct_booking,The Range at Ivy Defense,CA,,,,,,,,"KW Defense is a premier firearm training facility and range located in Stockton, CA that welcomes all experience levels. They offer retail products, range access, and training services with membership options that include unlimited range access, certifications, and training discounts. The facility features a mobile app for booking range time and managing memberships.",success,low,"Found clear booking capability via mobile app and good vendor description, but no CCW course pricing information visible on the page content provided",san-joaquin/kwdefense-com/logo.png,,,2026-04-13T04:37:12+00:00
san-joaquin,Legionarius Firearms Institute,Wesley Legiontrustno,wesley@lifiguns.com,(209) 401-9907,https://www.lifiguns.com,,Tri Range at the Ranch,CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Linden Gun Range,Glenn Jaspesoy,geardonealindengunrange.com,(209) 887-3181,https://www.lindengunrange.com,unclear,Linden Gun Range,CA,,,,,,,,"Linden Gun Range is an outdoor shooting facility in San Joaquin County offering pistol and rifle ranges from 7.5 to 200 yards. The facility provides a clean, relaxed, and safety-focused environment for shooters of all experience levels with minimal wait times and spacious shooting areas. They operate the LGR Academy for certified firearms training and host monthly USPSA-style competitive shooting competitions through the Linden Competitive Shooting Club.",success,low,"Website mentions LGR Academy courses and certified firearms training but provides no specific CCW course details, pricing, or booking information. Only mentions upcoming 'Ladies-Forward Handgun Fundamentals' course.",,,san-joaquin/lindengunrange-com/training_2.jpg,2026-04-13T04:37:12+00:00
san-joaquin,NIF - Northern Firearms Instruction,John Lewis,jlewis@stdgupro.com,(253) 906-3715,https://www.ccwinti0cxw.com,,Linden Gun Range,CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Red Dot Self Defense,Cherle Simase-Grover,reddotselfdefense@gmail.com,(209) 787-0121,https://www.facebook.com/reddotselfdefense,,KW Defense,CA,,,,,,,,,parse_error,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Ripon Technical Solutions,Joe Francesolo,info@ripontech.com,(209) 597-8656,https://www.ripontech.com,,Escalon Sportsman Club,CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Rosargarten Security Training,Marcello Rosargarten; Richard Centhu,rosargarten@firearm.com,(209) 610-1425,https://www.rosargentfirearm.com,,Barnwood Arms,CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Sober Tactics,Nick Sushow; Ephram Chester,training@sobertactics.com,(650) 276-0009,https://www.sobertactics.com,,Elite Armory,CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Silvercreek Security Academy,Conrad Levoit,Conrad@scstacgov.com,(209) 456-0607,https://www.scstacgov.com,,Elite Armory,CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Spartan Defense,Fidel Taylor,FidelForintheSparton.com,(209) 900-5200,https://www.forinthesparton.com,,Linden Gun Range,CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Valley Defensive Solutions,Marvin Domingo; Morory Cross,training@valleydefensivesolutions.com,(209) 518-5054,https://www.valleydefensivesolutions.com,direct_booking,Linden Gun Range,CA,,,,270,150,,,"Valley Defensive Solutions offers CCW courses for residents in Sacramento, San Joaquin, Placer, Contra Costa and Santa Clara counties. They provide firearms training designed to increase confidence and proficiency for shooters at every level of experience, with courses covering firearm safety, handling, and self-defense scenarios. The company emphasizes responsible gun ownership and offers both initial CCW courses and renewals.",success,medium,"Clear pricing for CCW initial course ($270 LGR, $300 Bay Area) and renewals ($150), but unclear if this is 16hr vs 8hr initial course structure. Has direct booking capability but specific address not provided, only mentions Linden Gun Range location.",san-joaquin/valleydefensivesolutions-com/logo.png,san-joaquin/valleydefensivesolutions-com/instructor_1.jpg,san-joaquin/valleydefensivesolutions-com/training_1.png|san-joaquin/valleydefensivesolutions-com/training_2.png|san-joaquin/valleydefensivesolutions-com/training_3.png,2026-04-13T04:37:12+00:00
san-joaquin,Weapons Training School,Stephanie Miller,weaponsconstrungschool@gmail.com,(209) 532-6677,https://www.weaponsconstruiningschool.com,,Linden Gun Range,CA,,,,,,,,,failed,,,,,,2026-04-13T04:37:12+00:00
san-joaquin,Called 2 Arms Gun Range,Jerry Stenner,Snte2@aol.com,(209) 575-4867,https://www.called2armsgunrange.com,,,,,,,,,,,,success,low,"Only vendor name provided, no substantive content available to extract pricing, booking, location, or descriptive information",,,,2026-04-13T04:37:12+00:00
san-joaquin,Elite Armory,Gabe Castillos; Robert Jodme,troyruinfo@elitearmory.com,(209) 582-2010,https://www.elitearmory.com,unclear,,,,,,,,,,"Elite Armory is a gun shop and training provider that offers online CCW courses including 16-hour initial and 8-hour renewal courses that students can complete at their own pace. They require students to complete a live fire test at their range in Tracy, CA after finishing the online portion. The company also provides custom AR-15 builds, Glock armorer services, and gun maintenance services.",success,low,"Found basic service offerings and mention of CCW courses, but no pricing information, no clear address (only mentions range in Tracy, CA), and no specific booking process details beyond a reference to a CCW course info page",san-joaquin/elitearmory-com/logo.png,,,2026-04-13T04:37:12+00:00
san-joaquin,California Online CCW,Jacob Frazier; Jacob Biemjörn,californiaonlineccw@gmail.com,(559) 294-3400,https://www.californiaonlineccw.com/nonresident,inquiry_only,,,"1173 Dayton Ave, Clovis, CA 93612",,,,,,,"California Online CCW specializes in providing 16-hour online CCW courses for non-residents seeking to carry while visiting California. The company has been offering California-approved CCW training since 2020 and provides 24/7 online access for students to complete coursework at their own pace. Their courses are accepted by multiple California counties and agencies, though students must still complete live-fire qualifications with their issuing agency.",success,low,No pricing information found anywhere on the website content. Contact methods available but no direct booking system evident. Course offerings and vendor details are clear but missing key pricing data.,san-joaquin/californiaonlineccw-com/logo.jpg,,,2026-04-13T04:37:12+00:00
sierra,The Range,Kris Przepiorski; Elizabeth Self,,530-273-4440,https://therangeus.com,inquiry_only,Grass Valley,CA,"13235 B Grass Valley Avenue, Grass Valley, CA 95945",,,,,,,"The Range is Nevada County's only indoor rifle and pistol range, featuring ten 25-yard handgun lanes and four 50-yard rifle lanes. They offer a complete selection of classes from new to experienced shooters with certified instructors in their modern classroom facility. The gun shop is stocked with a full line of quality firearms and shooting accessories, and they provide specialized classes including women-only handgun courses and handgun maintenance training.",success,low,"Website mentions CCW classes and has a calendar link, but no specific CCW pricing information was found. Only general range rental rates ($16/hour handgun, $19/hour rifle) were listed. No booking system visible beyond phone contact.",,,sierra/therangeus-com/training_1.jpg|sierra/therangeus-com/training_2.jpg|sierra/therangeus-com/training_3.jpg,2026-04-13T04:37:12+00:00
