county,needs_review,vendor_name,instructor_names,email,phone,website_url,booking_capability,city,state,address,price_16hr_full,price_8hr_renewal,price_add_a_gun,vendor_description,crawl_status,enrichment_confidence,confidence_notes,logo_path,instructor_image_paths,training_image_paths,enriched_at,google_place_id,google_reviews_url,match_confidence,match_reason,raw_candidate_place_ids,error_message
amador,,Basic Firearms Training,Philip Webster,,916-718-0976,https://www.basicfirearmstraining.net,direct_booking,Sacramento,CA,,260,175,87,"Basic Firearms Training is a veteran-owned training provider in Sacramento offering California CCW courses, BSIS firearms and security officer skills training, and retired law enforcement qualifications. They provide comprehensive firearms instruction taught by certified instructors with over 15 years of experience. The company emphasizes safety-focused training with hands-on experience and meets all California certification standards including Senate Bill 2 compliance.",success,high,"Clear pricing found for most courses, direct booking available via 'register online', detailed vendor description. Missing specific address and individual day pricing breakdown.",amador/basicfirearmstraining-net/logo.jpg,amador/basicfirearmstraining-net/instructor_1.jpg|amador/basicfirearmstraining-net/instructor_2.jpg|amador/basicfirearmstraining-net/instructor_3.jpg,amador/basicfirearmstraining-net/training_1.jpg|amador/basicfirearmstraining-net/training_2.jpg|amador/basicfirearmstraining-net/training_3.jpg,2026-04-13T04:37:12+00:00,,,none,weak_name_overlap|city_match|state_match|score=22|margin=17|source=find_place,"ChIJf-tga6bHmoARw4RMjcKxgMw,ChIJJyn0WC4fm4AR0PmjHCgZlgE,ChIJBWSvtxvZmoAR8N7wvefgaas,ChIJcS8gp07XmoARntG8KgCNQsU,ChIJObSaaWsfm4AR2j2iWsg78oE",
amador,,Bellicose Family Safety Solutions,,,530-272-2465,,,Grass Valley,CA,"13732 Mallory Ct, Grass Valley, CA 95949",,,,,parse_error,,,,,,2026-04-14T20:40:57+00:00,,,none,phone_conflict|weak_name_overlap|city_match|state_match|address_proximity_strong|score=19|margin=999|source=find_place,ChIJ0wacOfdum4ARXhzkaxh6NKs,
amador,,Cali Gunlady,Erica Mitchell,CaliGunLady@gmail.com,209-637-7085,https://www.yelp.com/biz/gunlady-defensive-firearms-training-sloughhouse-2,inquiry_only,Sloughhouse,CA,"15501 Meiss Rd, Sloughhouse, CA 95683",,,,"Gunlady Defensive Firearms Training provides firearms training for law-abiding citizens who want the ability to protect themselves or their loved ones. Each person who receives training is treated as an individual, with lessons adjusted based on skill level and areas of concern. The course covers responsible and ethical firearm use for personal protection, proper mindset and mental awareness, plus range training including dry practice and live fire with emphasis on safety, situational awareness, and gun handling skills.",success,low,"Found good address and vendor description from business info, but no pricing information for CCW courses. Reviews mention CCW classes but no specific costs. Booking appears to be via email/phone contact based on review mentioning 'a few emails' to set up training.",amador/yelp-com/logo.jpg,,amador/yelp-com/training_1.jpg|amador/yelp-com/training_2.jpg|amador/yelp-com/training_3.jpg,2026-04-14T20:40:57+00:00,,,medium,exact_phone_match|website_domain_conflict|weak_name_overlap|city_match|state_match|address_proximity_strong|score=71|margin=81|source=find_place,"ChIJBwLD6JONmoARbzK8Na1dMBg,ChIJ_ZZe-JONmoARYjrME-JX3qQ",
amador,,Conway Defense,,NTConway@comcast.net,209-762-7862,,,,CA,,,,,,no_website,,,,,,2026-04-13T04:37:12+00:00,,,none,weak_name_overlap|state_match|score=12|margin=0|source=find_place,"ChIJAacTsWQ4hIARnD_jZA7-k6I,ChIJc42_nJ7x7IARouWDiDvLqnQ,ChIJD-hGLAD324AR_vQP3hjbmG8,ChIJwXBOHJ2Hj4ARn_zWbup4EC0,ChIJxxg0OXnDlIARgwI3Nh3aDM0",
amador,,Defensive Accuracy,,,408-687-3791,https://www.daccw.com,inquiry_only,Lodi,CA,"1350 B Mettler Rd, Lodi, CA 95242",369,269,149,"Defensive Accuracy is a California firearms instruction company serving the Bay Area and Central Valley that offers CCW initial training, renewals, and modifications. They provide private CCW classes and LEOSA qualifications, with services available by calling their instructor Denise. The company also offers various NRA instructor training courses throughout the year.",success,low,"Manual pricing updated to $369 for the 16-hour initial course, $269 for the 8-hour renewal course, and $149 for modification/add-a-gun. Booking requires phone call to Denise. No physical address provided.",amador/daccw-com/logo.png,,,2026-04-13T04:37:12+00:00,,,medium,phone_conflict|website_domain_match|strong_name_similarity|city_match|state_match|address_proximity_strong|score=63|margin=999|source=find_place,ChIJI64AIv0KkIARU65iMupjZ8w,
amador,,Delta Romeo Firearms Training,Darren Riddiough,,916-462-7158,https://www.deltaromeoft.com,direct_booking,Fair Oaks,CA,,,210,,"Delta Romeo Firearms Training LLC is a dedicated firearms training company based in Reno, Nevada, founded by Darren Riddiough who combines executive chef coaching experience with firearms instruction credentials. They offer comprehensive training programs for all skill levels including beginners, experts, military and law enforcement, with classes covering CCW, pistol fundamentals, defensive shooting, carbine training, and home defense. The company focuses on providing fun and safe educational experiences while helping the community better understand firearms safety, manipulation and defense.",success,medium,"Clear pricing and booking capability found, but no 16hr course pricing or street address. Vendor offers 8hr initial CCW class which is somewhat unusual.",amador/deltaromeoft-com/logo.jpg,,amador/deltaromeoft-com/training_1.jpg|amador/deltaromeoft-com/training_3.jpeg,2026-04-13T04:37:12+00:00,,,none,no_candidates,,ZERO_RESULTS
amador,,Forensic Consultant Services,Michael Oliveira,,209-795-0985,,,Arnold,CA,,,,,,no_website,,,,,,2026-04-13T04:37:12+00:00,,,none,no_candidates,,ZERO_RESULTS
amador,,Gold Country Firearms,Joe Dirickx,ccwtrainer@live.com,209-223-0000,https://www.gcfguns.com,inquiry_only,Jackson,CA,,,,,"Gold Country Firearms provides CCW training courses that combine classroom instruction with live-fire range qualification. Their comprehensive curriculum covers handgun safety, operation, firearms laws, defensive shooting techniques, and crisis situation survival skills. The courses include both California and Utah non-resident permit training options.",success,low,"No pricing information found, no direct booking system visible, contact is email/phone only. Address not provided on website content. Course outline is detailed but no specific pricing or scheduling information available.",,amador/gcfguns-com/instructor_1.jpg|amador/gcfguns-com/instructor_2.jpg,,2026-04-13T04:37:12+00:00,,,none,phone_conflict|website_domain_conflict|name_mismatch|city_match|state_match|score=-22|margin=999|source=find_place,ChIJJbXun-p7moARtCk5X3-1VWA,
amador,,Lagomarsino's Firearm,Wesley Lagomarsino,,209-401-0907,https://www.lfiguns.com,inquiry_only,Sloughhouse,CA,,200,100,,"Wesley Lagomarsino runs Lagomarsino's Firearms Institute from Sloughhouse, offering California CCW courses three times monthly in the Sacramento area at notably reduced pricing — $200 for two-day initial courses and $100 for one-day renewals, with no added gun or range fees. The institute provides instruction for multiple states including Utah, Nevada, Arizona, Florida, Oregon, and Virginia, alongside California permits. Lagomarsino structures his training as a progressive curriculum ranging from basic pistol fundamentals through advanced handgun mastery courses designed for both competitive shooting and self-defense applications. Private lessons are available by appointment for individuals, small groups, or special events including corporate outings. Students consistently describe Lagomarsino as maintaining high standards during qualification — requiring actual performance rather than simple attendance — while incorporating holster work and magazine changes to simulate real-world scenarios. Testimonials emphasize his commitment to watching individual shooting mechanics, offering specific corrections for grip, stance, and form, then having students practice improvements multiple times before moving forward. Several reviewers note taking repeat courses because his teaching methodology continues yielding skill gains even for experienced shooters. Contact is handled by phone at 209-401-0907 for course registration and private session coordination throughout the Sacramento-Stockton region.",success,medium,"Clear pricing structure with 2-day courses at $200 and 1-day courses at $100, but specific breakdown between Day 1/Day 2 not provided. No physical address found. Contact info suggests phone-only booking. Strong vendor description available from website content.; description_regenerated_2026-07; facts: Wesley Lagomarsino is named instructor; Located in Sloughhouse; Serves Sacramento area; Offers CA CCW courses 3 times per month; Pricing: $200 for 2-day courses, $100 for 1-day courses; No gun fees or range fees; Also offers UT, NV, AZ, FL, OR, VA courses; Progressive pistol curriculum from basic to advanced handgun mastery",,,amador/lfiguns-com/training_1.jpeg|amador/lfiguns-com/training_2.jpg|amador/lfiguns-com/training_3.jpg,2026-07-01T23:16:32+00:00,,,none,phone_conflict|website_domain_conflict|weak_name_overlap|city_mismatch|state_mismatch|score=-29|margin=999|source=text_search,ChIJA4j0TVsx4ocRwnK1o9kh0ac,
amador,,Make Ready Firearms Training,Samuel Paredes,,916-717-0908,https://mkr-training.com/,inquiry_only,Folsom,CA,,,,,"Make Ready Firearms Training provides comprehensive firearms education in Coeur d'Alene, Idaho, serving everyone from newcomers to seasoned professionals. They offer a range of courses including introduction to firearms, gun safety classes, private instruction, tactical training, and group classes. The company emphasizes principle-based, purpose-built training that goes beyond basic range time to deliver world-class firearms education focused on safety, precision, and real-world readiness.",success,low,"No pricing information found, no specific address provided (only city/state), and no clear booking system visible. The website appears to be for a general firearms training company rather than specifically CCW permit courses.",,amador/mkr-training-com/instructor_1.webp|amador/mkr-training-com/instructor_2.webp,amador/mkr-training-com/training_1.png|amador/mkr-training-com/training_2.png|amador/mkr-training-com/training_3.webp,2026-04-14T20:40:57+00:00,,,none,phone_conflict|website_domain_conflict|weak_name_overlap|city_mismatch|state_match|score=-18|margin=1|source=find_place,"ChIJKW3l2pnrQYgROgYUb6EeJHM,ChIJObSaaWsfm4AR2j2iWsg78oE",
amador,,Morgan Training Center,Donald Morgan,MorganTrainingCenter@gmail.com,916-296-7873,https://www.shootingclasses.com/morgantrainingcenter/,inquiry_only,Elk Grove,CA,,,,,"Morgan Training Center is a veteran-owned small business operating since 1999, led by Donald Morgan who has backgrounds in military, law enforcement, and emergency services. The center provides USCCA-certified firearms training including concealed carry and home defense fundamentals, defensive shooting fundamentals, and women's handgun self-defense courses. They also offer emergency first aid fundamentals and CPR/AED training, combining firearms instruction with medical emergency preparedness.",success,low,"Found good vendor background and course offerings but no pricing information, specific address, or class scheduling details. All courses show 'No Upcoming Classes' requiring contact for enrollment.",,amador/shootingclasses-com/instructor_2.png,amador/shootingclasses-com/training_1.png,2026-04-14T20:40:57+00:00,,,none,no_candidates,,ZERO_RESULTS
amador,,New Man's Karate,,,530-622-2330,https://newmanskarate.com/,inquiry_only,Placerville,CA,"4568 Missouri Flat Rd Ste. 3&4, Placerville, CA 95667",,,,New Man's Karate is a martial arts school established in 1994 that offers NRA Certified firearms courses alongside their martial arts programs. They provide CCW classes and other skill-building firearm training as part of their comprehensive offerings. The school serves students ranging from 4 to 79 years old and prides itself on safe gun handling practices and well thought out firearms training programs.,success,low,"While the site mentions they offer CCW classes and NRA certified firearms training, no specific pricing, course details, or booking information is provided for the CCW programs. The site focuses primarily on martial arts with firearms training mentioned briefly.",,,amador/newmanskarate-com/training_1.jpg,2026-04-14T20:40:57+00:00,ChIJ8VIiyudZmoARo8j0Kyexy2M,https://search.google.com/local/reviews?placeid=ChIJ8VIiyudZmoARo8j0Kyexy2M,high,exact_phone_match|website_domain_match|strong_name_similarity|city_match|state_match|address_proximity_strong|score=123|margin=999|source=find_place,ChIJ8VIiyudZmoARo8j0Kyexy2M,
amador,,NTS Next Threat Solutions,,info@nextthreatsolutions.com,916-306-7959,https://www.nextthreatsolutions.com,inquiry_only,El Dorado Hills,CA,"4641 Post Street, Attn: Box 5119, El Dorado Hills, CA 95762",,,,"Next Threat Solutions operates from El Dorado Hills, serving El Dorado, Placer, Sacramento, San Joaquin, and Yolo counties with classroom and range instruction. The company offers NRA-certified courses including Refuse to Be a Victim, Basic Pistol Shooting (full and hybrid formats), and USCCA Concealed Carry & Home Defense Fundamentals. Their CCW license training adapts to county-specific requirements: an 8-hour initial course for El Dorado and Placer counties, a 16-hour initial course for Sacramento, San Joaquin, and Yolo counties, and a 4-hour renewal class accepted across all five counties. Beyond CCW preparation, NTS provides USCCA Defensive Shooting Fundamentals Level One, which introduces the Pincus Combat Focus Shooting Program for rapid target acquisition under stress. The curriculum extends to USCCA mini-classes covering personal and home protection planning, firearms basics, violent encounter aftermath, handgun shooting fundamentals, and emergency first aid. Private lessons and group packages are available alongside scheduled courses. Enrollment requires contacting NTS directly through their inquiry-based registration process at the Post Street address or via phone and email.",success,low,"Only found basic mission statement and contact info. No pricing, specific course details, or clear booking process visible. Navigation suggests courses exist but content not provided.; description_regenerated_2026-07; facts: Located in El Dorado Hills at 4641 Post Street, Attn: Box 5119; Serves El Dorado, Placer, Sacramento, San Joaquin, and Yolo counties; Phone: 916-306-7959; Email: info@nextthreatsolutions.com; Offers NRA Refuse to Be a Victim course; Offers NRA Basic Pistol Shooting Course in full and hybrid formats; Offers USCCA Concealed Carry & Home Defense Fundamentals; 8-hour CCW initial course for El Dorado and Placer counties",amador/nextthreatsolutions-com/logo.jpg,,,2026-07-01T23:16:32+00:00,ChIJq6rqQbr6moARecVGf14cwdQ,https://search.google.com/local/reviews?placeid=ChIJq6rqQbr6moARecVGf14cwdQ,high,exact_phone_match|website_domain_match|moderate_name_similarity|city_match|state_match|address_proximity_strong|score=114|margin=999|source=find_place,ChIJq6rqQbr6moARecVGf14cwdQ,
amador,,Peabody's Gun Range,,geofpeabody@gmail.com,916-644-0991,https://peabodysgunrange.com,,Placerville,CA,,,,,,success,low,Website content appears to be unrelated to firearms training - shows Vietnamese sports betting content instead of CCW training information,amador/peabodysgunrange-com/logo.webp,,amador/peabodysgunrange-com/training_1.webp|amador/peabodysgunrange-com/training_2.webp|amador/peabodysgunrange-com/training_3.jpg,2026-04-13T04:37:12+00:00,,,none,phone_conflict|website_domain_conflict|weak_name_overlap|city_match|state_match|score=-1|margin=999|source=find_place,ChIJkzawGJFQmoARGi6qJzABjSc,
amador,,One on One Firearm Instruction,Joseph Truesdale,,916-494-9663,,,Rocklin,CA,"10398 Rockingham Dr #18, Sacramento, CA 95827",,,,,success,low,Website content appears to be unrelated to firearm instruction - contains only software crack/piracy content with no CCW training information,,,,2026-04-13T04:37:12+00:00,,,medium,exact_phone_match|weak_name_overlap|city_mismatch|state_match|address_proximity_strong|score=62|margin=999|source=find_place,ChIJJyn0WC4fm4AR0PmjHCgZlgE,
amador,,Peoples Firearms Training,,,916-647-7632,https://www.facebook.com/pftraining.us/,,Ione,CA,,,,,,success,low,"Only header information provided - no content about services, pricing, booking, or vendor description available",,,,2026-04-14T20:40:57+00:00,,,none,phone_conflict|website_domain_conflict|weak_name_overlap|city_match|state_match|score=-1|margin=17|source=find_place,"ChIJ_ZZe-JONmoARYjrME-JX3qQ,ChIJD8xgAtOHmoARxaciKycg88M",
amador,,Pistols In The Pines,Laura Parker,,530-919-3964,https://pistolsinthepines.com/,inquiry_only,Placerville,CA,"1378 Broadway, Placerville, CA 95667",325,225,,"Pistols In The Pines is a women's firearms training company in Placerville, CA, operated by an NRA-certified female instructor. They specialize in empowering women through comprehensive firearms training in a supportive, comfortable environment. The company offers CCW courses, basic pistol training, and personal instruction, with a focus on safety, proficiency, and building confidence for women seeking to protect themselves and their loved ones.",success,medium,"Clear pricing found for 16hr initial CCW ($325) and 8hr renewal ($225). Only partial address (Placerville, CA 95667) found. Booking appears to be inquiry-only through contact form. No separate day pricing or add-a-gun fees found.",amador/pistolsinthepines-com/logo.png,,,2026-04-14T20:40:57+00:00,ChIJ-43DLspRmoARJ9ZALrlFFoQ,https://search.google.com/local/reviews?placeid=ChIJ-43DLspRmoARJ9ZALrlFFoQ,high,exact_phone_match|website_domain_match|name_mismatch|city_match|state_match|address_proximity_strong|score=83|margin=999|source=find_place,ChIJ-43DLspRmoARJ9ZALrlFFoQ,
amador,,Protection Plus Tactics,,,916-577-2522,https://www.protectionplustactics.com,direct_booking,Loomis,CA,"3877 Shawn Way Suite 100, Loomis, CA 95650",275,150,,"Protection Plus Tactics operates from Loomis under the leadership of Helen Ratkowski, who continues the legacy established by her late husband, Don Ratkowski, USMC. Don founded the company as a Marine combat veteran who served with the First Marine Expeditionary Force, earning a Presidential Citation for actions in Iraq. His background combined martial arts training from around the globe with weapons expertise and combat experience. Helen now carries forward his mission with DOJ and NRA certified instructors on staff. The company maintains a private training range at their facility on Shawn Way in Loomis, serving Amador and Nevada counties. Protection Plus Tactics provides California CCW certification courses at $275 for initial permits and $150 for renewals, with both group sessions and private instruction available. Beyond CCW training, the academy offers defensive pistol courses, private lessons for all skill levels, and an online curriculum covering firearm safety, marksmanship, malfunctions, and ballistics. The operation also functions as a full-service gun store carrying firearms, ammunition, optics, and tactical gear. Students can book training directly through the company's website, with options ranging from basic firearm safety for new gun owners to advanced weapon platform instruction and real-world scenario training on the private range.",success,medium,"Found clear pricing for initial CCW ($275) and renewal ($150), plus direct booking capability. However, unclear if this is 16hr vs 8hr pricing structure, and no street address found despite Loomis, CA location mentioned.; description_regenerated_2026-07; facts: Located in Loomis at 3877 Shawn Way Suite 100; Serves Amador and Nevada counties; Founded by Don Ratkowski, USMC, decorated Marine combat veteran; Don earned Presidential Citation for actions in Iraq; Don served with First Marine Expeditionary Force; Now led by Helen Ratkowski, Don's wife; DOJ and NRA certified instructors; Maintains private training range",amador/protectionplustactics-com/logo.jpg,,amador/protectionplustactics-com/training_1.jpg|amador/protectionplustactics-com/training_2.jpg|amador/protectionplustactics-com/training_3.jpg,2026-07-01T23:16:32+00:00,ChIJAy57u8gem4ARvgAOVGHQ7TM,https://search.google.com/local/reviews?placeid=ChIJAy57u8gem4ARvgAOVGHQ7TM,high,exact_phone_match|website_domain_match|moderate_name_similarity|city_match|state_match|address_proximity_strong|score=114|margin=999|source=find_place,ChIJAy57u8gem4ARvgAOVGHQ7TM,
amador,,ROZO Tactical,,,209-916-5113,,,Copperopolis,CA,,,,,,success,low,"This appears to be ROZO Group corporate furnished rentals, not ROZO Tactical firearms training. No CCW training content, pricing, or booking information found. Website is entirely focused on property management and furnished rentals.",amador/rozotactical-com/logo.png,,amador/rozotactical-com/training_1.jpg|amador/rozotactical-com/training_2.jpg|amador/rozotactical-com/training_3.jpg,2026-04-13T04:37:12+00:00,,,none,no_candidates,,ZERO_RESULTS
amador,,RMC Firearms Instruction,Robert Cristoni,ccwinstr@gmail.com,916-747-3817,,,Foresthill,CA,,,,,,no_website,,,,,,2026-04-13T04:37:12+00:00,,,none,phone_conflict|name_mismatch|city_mismatch|state_match|score=-31|margin=999|source=find_place,ChIJdSVvK2hx3IARGkh4aW0DGTY,
amador,,Security Academy at McClellan,,,916-333-5308,,,McClellan,CA,"2409 Dean St #100, McClellan Park, CA 95652",,,,,no_website,,,,,,2026-04-13T04:37:12+00:00,,,none,phone_conflict|name_mismatch|city_match|state_match|address_proximity_strong|score=-2|margin=6|source=find_place,"ChIJXUcsdFLYmoAR8WMUkf_1O7o,ChIJLUSoM7HZmoARduUq27Ok6XU,ChIJBWSvtxvZmoAR8N7wvefgaas",
amador,crawl_failed,SAFETraining.us,,,,https://SAFETraining.us,,El Dorado,CA,,,,,,failed,,,,,,2026-04-14T20:40:57+00:00,,,none,name_mismatch|city_match|state_match|score=1|margin=25|source=find_place,"ChIJky969PUMkIARkiOhIR71dPQ,ChIJ94ALkqaP24ARCVqlA09nQaI,ChIJo-j15AsQm4ARXpMxvAc-mMg",
amador,,"Solution Six:8, Inc",,mrayfield@solution68.com,916-753-1865,https://www.solution68.com,inquiry_only,Elk Grove,CA,"9381 E. Stockton Blvd. Suite 200 Elk Grove, CA 95624",,,,,success,low,"This appears to be a private investigation and security consulting firm, not a CCW training vendor. No CCW courses, pricing, or firearms training mentioned on the website.",,,,2026-04-13T04:37:12+00:00,ChIJCxzUeQXHmoARxUgNTRRh8Cg,https://search.google.com/local/reviews?placeid=ChIJCxzUeQXHmoARxUgNTRRh8Cg,high,exact_phone_match|website_domain_match|moderate_name_similarity|city_match|state_match|address_proximity_strong|score=114|margin=999|source=find_place,ChIJCxzUeQXHmoARxUgNTRRh8Cg,
